indicator,fr,es
"Spectacle vivant, Décor, Serrurier, part de femmes","Spectacle vivant, Décor, Serrurier, part de femmes",
"Secteur Musique et chant, autres emplois, part de femmes","Secteur Musique et chant, autres emplois, part de femmes",
"Photographes âgé·es de plus de 40 ans, part de femmes","Photographes âgé·es de plus de 40 ans, part de femmes",
"Spectacle vivant, Décor, autres emplois, part de femmes","Spectacle vivant, Décor, autres emplois, part de femmes",
"Spectacle vivant, régie lumière, part de femmes","Spectacle vivant, régie lumière, part de femmes",
"Spectacles dans des lieux musicaux, part de femmes","Spectacles dans des lieux musicaux, part de femmes",
"Spectacle vivant, technicien·ne de plateau, part de femmes","Spectacle vivant, technicien·ne de plateau, part de femmes",
"Professeur·e·s d’art, part de femmes","Professeur·e·s d’art, part de femmes",
"Cinéma, réalisation de long-métrage, part de femmes","Cinéma, réalisation de long-métrage, part de femmes",
"Spectacle vivant, Emplois des services généraux, part de femmes","Spectacle vivant, Emplois des services généraux, part de femmes",
"Spectacle vivant, direction, part de femmes","Spectacle vivant, direction, part de femmes",
"Secteur Films d'animation, masse salariale, part de femmes","Secteur Films d'animation, masse salariale, part de femmes",
"Secteur Films d'animation, Storyboard, part de femmes","Secteur Films d'animation, Storyboard, part de femmes",
"Jeu vidéo, pôle technologique, part de femmes","Jeu vidéo, pôle technologique, part de femmes",
"Secteur Musique, chanteur·euses part de femmes","Secteur Musique, chanteur·euses part de femmes",
"Secteur Films d'animation, part de femmes","Secteur Films d'animation, part de femmes",
"Spectacle vivant, Accrocheur-rigger, part de femmes","Spectacle vivant, Accrocheur-rigger, part de femmes",
"Spectacle vivant, Costumier, part de femmes","Spectacle vivant, Costumier, part de femmes",
"Spectacle vivant, Costumier·ère, part de femmes","Spectacle vivant, Costumier·ère, part de femmes",
"Spectacle vivant, maquilleur·euse, part de femmes","Spectacle vivant, maquilleur·euse, part de femmes",
"Spectacle vivant, maquilleur, part de femmes","Spectacle vivant, maquilleur, part de femmes",
"Musicien·nes d'orchestres, part de femmes","Musicien·nes d'orchestres, part de femmes",
"Cinéma, réalisation de court-métrage, part de femmes","Cinéma, réalisation de court-métrage, part de femmes",
"Musicien·nes de grands ensembles Jazz, part de femmes","Musicien·nes de grands ensembles Jazz, part de femmes",
"Spectacle vivant, Emplois du son, part de femmes","Spectacle vivant, Emplois du son, part de femmes",
"Jeu vidéo, management, part de femmes","Jeu vidéo, management, part de femmes",
"Secteur de l'audiovisuel, part de femmes","Secteur de l'audiovisuel, part de femmes",
"Spectacle vivant, régie générale, part de femmes","Spectacle vivant, régie générale, part de femmes",
"Secteur Effets visuels, réalisation part de femmes","Secteur Effets visuels, réalisation part de femmes",
"Artiste de théâtre programmé·es, part de femmes ","Artiste de théâtre programmé·es, part de femmes ",
"Jeu vidéo, pôle production, part de femmes","Jeu vidéo, pôle production, part de femmes",
"Profession de la traduction, part de femmes","Profession de la traduction, part de femmes",
"Spectacle vivant, Chef·fe accrocheur-rigger, part de femmes","Spectacle vivant, Chef·fe accrocheur-rigger, part de femmes",
"Profession du dessin textile, part de femmes","Profession du dessin textile, part de femmes",
"Secteur Musique, Musicien·nes, part de femmes","Secteur Musique, Musicien·nes, part de femmes",
"Secteur Effets visuels, tournage, part de femmes","Secteur Effets visuels, tournage, part de femmes",
"Photographes exposé·es dans les festivals, part de femmes","Photographes exposé·es dans les festivals, part de femmes",
"Professions des spectacles, part de femmes","Professions des spectacles, part de femmes",
"Spectacle vivant, Autres emplois vidéo-image, part de femmes","Spectacle vivant, Autres emplois vidéo-image, part de femmes",
"Photographes de profession, part de femmes","Photographes de profession, part de femmes",
"Secteur Musique et chant, Chef·fe de Chant, part de femmes","Secteur Musique et chant, Chef·fe de Chant, part de femmes",
"Spectacle vivant, Chef habilleur, part de femmes","Spectacle vivant, Chef habilleur, part de femmes",
"Spectacle vivant, Emploi non cadre, part de femmes","Spectacle vivant, Emploi non cadre, part de femmes",
"Artistes musicaux programmé·es, part de femmes","Artistes musicaux programmé·es, part de femmes",
"Secteur Films d'animation, cadre, part de femmes","Secteur Films d'animation, cadre, part de femmes",
"Secteur Effets visuels, suivi de production, part de femmes","Secteur Effets visuels, suivi de production, part de femmes",
"Spectacle vivant, Emplois du costume, part de femmes","Spectacle vivant, Emplois du costume, part de femmes",
"Spectacle vivant, Conception lumière, part de femmes","Spectacle vivant, Conception lumière, part de femmes",
"Secteur de la musique, part de femmes","Secteur de la musique, part de femmes",
"Spectacle vivant, conception lumière, part de femmes","Spectacle vivant, conception lumière, part de femmes",
"Spectacles jeune public dans des lieux musicaux, part de femmes","Spectacles jeune public dans des lieux musicaux, part de femmes",
"Spectacle vivant, Décor, Chef serrurier, part de femmes","Spectacle vivant, Décor, Chef serrurier, part de femmes",
"Spectacle vivant, Chef électricien, part de femmes","Spectacle vivant, Chef électricien, part de femmes",
"Spectacle vivant, Régie lumière, part de femmes","Spectacle vivant, Régie lumière, part de femmes",
"Secteur Musique et chant, Chef·fe d'orchestre, part de femmes","Secteur Musique et chant, Chef·fe d'orchestre, part de femmes",
"Spectacle vivant, Régie plateau, part de femmes","Spectacle vivant, Régie plateau, part de femmes",
"Spectacle vivant, Habilleur, part de femmes","Spectacle vivant, Habilleur, part de femmes",
"Secteur Effets visuels, postproduction, part de femmes","Secteur Effets visuels, postproduction, part de femmes",
"Secteur Musique et chant, Direction musicale, part de femmes","Secteur Musique et chant, Direction musicale, part de femmes",
"Profession du dessin, part de femmes","Profession du dessin, part de femmes",
"Secteur Films d'animation, réalisation, part de femmes","Secteur Films d'animation, réalisation, part de femmes",
"Spectacle vivant, Emploi cadre, part de femmes","Spectacle vivant, Emploi cadre, part de femmes",
"Secteur Films d'animation, Animation, part de femmes","Secteur Films d'animation, Animation, part de femmes",
"Secteur films d'animation, direction artistique, part de femmes","Secteur films d'animation, direction artistique, part de femmes",
"Spectacle vivant, Technicien son, part de femmes","Spectacle vivant, Technicien son, part de femmes",
"Secteur de l 'audiovisuel, son, part de femmes","Secteur de l 'audiovisuel, son, part de femmes",
"Photographes exposé·es à Paris-Photo, part de femmes","Photographes exposé·es à Paris-Photo, part de femmes",
"Direction d'Opéras, part de femmes","Direction d'Opéras, part de femmes",
"Spectacle vivant, Conception du son, part de femmes","Spectacle vivant, Conception du son, part de femmes",
"Spectacle vivant, régisseur·euse son, part de femmes","Spectacle vivant, régisseur·euse son, part de femmes",
"Festival, musicien·nes, part de femmes","Festival, musicien·nes, part de femmes",
"Spectacle vivant, Informaticien, part de femmes","Spectacle vivant, Informaticien, part de femmes",
"Secteur Effets visuels, support technique, part de femmes","Secteur Effets visuels, support technique, part de femmes",
"Spectacle vivant, Chef·fe coiffeur, part de femmes","Spectacle vivant, Chef·fe coiffeur, part de femmes",
"Spectacle vivant, Technicien de plateau, part de femmes","Spectacle vivant, Technicien de plateau, part de femmes",
"Spectacle vivant, Emplois du costume, Tailleur, part de femmes","Spectacle vivant, Emplois du costume, Tailleur, part de femmes",
"Spectacle vivant, Réalisateur, part de femmes","Spectacle vivant, Réalisateur, part de femmes",
"Secteur de la musique, Cadre, part de femmes","Secteur de la musique, Cadre, part de femmes",
"Spectacle vivant, Chef maquilleur, part de femmes","Spectacle vivant, Chef maquilleur, part de femmes",
"Spectacle vivant, Gardien - Agent d'entretien, part de femmes","Spectacle vivant, Gardien - Agent d'entretien, part de femmes",
"Secteur films d'animation, prise de vues-son, part de femmes","Secteur films d'animation, prise de vues-son, part de femmes",
"Spectacle vivant, Chauffeur - Livreur, part de femmes","Spectacle vivant, Chauffeur - Livreur, part de femmes",
"Spectacle vivant, Régisseur vidéo-image, part de femmes","Spectacle vivant, Régisseur vidéo-image, part de femmes",
"Secteur effets visuels, tournage, part de femmes","Secteur effets visuels, tournage, part de femmes",
"Secteur Effets visuels, infographiste, part de femmes","Secteur Effets visuels, infographiste, part de femmes",
"Spectacle vivant, Décor, Peintre décorateur, part de femmes","Spectacle vivant, Décor, Peintre décorateur, part de femmes",
"Mise en scène d'opéra, part de femmes","Mise en scène d'opéra, part de femmes",
"Professions des arts visuels et métiers d’art, part de femmes","Professions des arts visuels et métiers d’art, part de femmes",
"Spectacle vivant, informaticien·ne, part de femmes","Spectacle vivant, informaticien·ne, part de femmes",
"Concerts dans des lieux musicaux, part de femmes","Concerts dans des lieux musicaux, part de femmes",
"Composition musicale et chorégraphique, part de femmes","Composition musicale et chorégraphique, part de femmes",
"Spectacle vivant, conception costume, part de femmes","Spectacle vivant, conception costume, part de femmes",
"Spectacle vivant, Décor, Sculpteur - Staffeur, part de femmes","Spectacle vivant, Décor, Sculpteur - Staffeur, part de femmes",
"Spectacle vivant, Direction de structure, part de femmes","Spectacle vivant, Direction de structure, part de femmes",
"Spectacle vivant, Technicien vidéo-image, part de femmes","Spectacle vivant, Technicien vidéo-image, part de femmes",
"Jeu vidéo, Design, part de femmes","Jeu vidéo, Design, part de femmes",
"Centres d'art, direction, par de femmes","Centres d'art, direction, par de femmes",
"Spectacle vivant, Direction, part de femmes","Spectacle vivant, Direction, part de femmes",
"Spectacle vivant, Chef·fe accessoiriste, part de femmes","Spectacle vivant, Chef·fe accessoiriste, part de femmes",
"Artistes exposé·es dans les FRAC, part de femmes","Artistes exposé·es dans les FRAC, part de femmes",
"Chef·fe d'orchestre, part de femmes","Chef·fe d'orchestre, part de femmes",
"Spectacle vivant, Administration, part de femmes","Spectacle vivant, Administration, part de femmes",
"Secteur Effets visuels, comptabilité et RH, part de femmes","Secteur Effets visuels, comptabilité et RH, part de femmes",
"Spectacle vivant, Perruquier - Posticheur, part de femmes","Spectacle vivant, Perruquier - Posticheur, part de femmes",
"Spectacle vivant, décorateur·rice - Scénographe, part de femmes","Spectacle vivant, décorateur·rice - Scénographe, part de femmes",
"Emplois du cirque et des arts visuels, part de femmes","Emplois du cirque et des arts visuels, part de femmes",
"Secteur Films d'animation, animation, part de femmes","Secteur Films d'animation, animation, part de femmes",
"Spectacle vivant, Technicien de structure, part de femmes","Spectacle vivant, Technicien de structure, part de femmes",
"Photographes âgé·es de moins de 40 ans, part de femmes","Photographes âgé·es de moins de 40 ans, part de femmes",
"Spectacle vivant, Electricien, part de femmes","Spectacle vivant, Electricien, part de femmes",
"Spectacle vivant, Manutension plateau, part de femmes","Spectacle vivant, Manutension plateau, part de femmes",
"Secteur effets visuels, réalisation part de femmes","Secteur effets visuels, réalisation part de femmes",
"Chef·fe·s d’orchestre, part de femmes","Chef·fe·s d’orchestre, part de femmes",
"Spectacle vivant, Manutentionnaire, part de femmes","Spectacle vivant, Manutentionnaire, part de femmes",
"Secteur Musique et chant, emploi, part de femmes","Secteur Musique et chant, emploi, part de femmes",
"Secteur Films d'animation, Prise de vues-son, part de femmes","Secteur Films d'animation, Prise de vues-son, part de femmes",
"Secteur Musique et chant, Chef·fe de Choeurs, part de femmes","Secteur Musique et chant, Chef·fe de Choeurs, part de femmes",
"Spectacle vivant, emplois techniques, part de femmes","Spectacle vivant, emplois techniques, part de femmes",
"Jeu vidéo, image, part de femmes","Jeu vidéo, image, part de femmes",
"Professions littéraires, part de femmes","Professions littéraires, part de femmes",
"Spectacle vivant, Emploi artistique, part de femmes","Spectacle vivant, Emploi artistique, part de femmes",
"Festivals de musique classique, chef·fe d'orchestre, part de femmes","Festivals de musique classique, chef·fe d'orchestre, part de femmes",
"Concerts lyrique, chorégraphe, part de femmes","Concerts lyrique, chorégraphe, part de femmes",
"Festivals de musiques classiques, solistes, part de femmes","Festivals de musiques classiques, solistes, part de femmes",
"Festivals, chansons francophones, artistes programmé·es, part de femmes","Festivals, chansons francophones, artistes programmé·es, part de femmes",
"Festivals de musiques classiques, chef·fe·s d’orchestre, part de femmes","Festivals de musiques classiques, chef·fe·s d’orchestre, part de femmes",
"Festivals de musiques classiques, chef·fe·s de chant, part de femmes","Festivals de musiques classiques, chef·fe·s de chant, part de femmes",
"Secteur Films d'animation, Direction artistique, part de femmes","Secteur Films d'animation, Direction artistique, part de femmes",
"Bénéficiaires des aides à l'écriture d'œuvres musicales accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides à l'écriture d'œuvres musicales accordées par le ministère de la Culture, part de femmes",
"Concerts jeune publique, composition, part de femmes","Concerts jeune publique, composition, part de femmes",
"Centre National de la musique, part de femmes","Centre National de la musique, part de femmes",
"Fréquentation de studio de répétition, part de femmes","Fréquentation de studio de répétition, part de femmes",
"Secteur de la musique, Intermittent·e artiste, part de femmes","Secteur de la musique, Intermittent·e artiste, part de femmes",
"Cinéma, réalisation de films français, part de femmes","Cinéma, réalisation de films français, part de femmes",
"Emplois du cirque et des arts visuels, Artiste de cirque, part de femmes","Emplois du cirque et des arts visuels, Artiste de cirque, part de femmes",
"Réalisateur.rice primé·e aux Césars depuis 2010, part de femmes","Réalisateur.rice primé·e aux Césars depuis 2010, part de femmes",
"Centre National du Cinéma et de l'image animée, présidence et vice-présidence, part de femmes","Centre National du Cinéma et de l'image animée, présidence et vice-présidence, part de femmes",
"Secteur du Livre, direction des 100 plus grandes entreprises culturelles en France, part de femmes","Secteur du Livre, direction des 100 plus grandes entreprises culturelles en France, part de femmes",
"Festivals de musiques classiques, direction musicale, part de femmes","Festivals de musiques classiques, direction musicale, part de femmes",
"Secteur de l'audiovisuel, direction des 100 plus grandes entreprises culturelles en France, part de femmes","Secteur de l'audiovisuel, direction des 100 plus grandes entreprises culturelles en France, part de femmes",
"Lauréat·e·s de prix photographiques emblématiques, part de femmes","Lauréat·e·s de prix photographiques emblématiques, part de femmes",
"Métiers du jeu vidéo soutenus par le CNC, production, part de femmes","Métiers du jeu vidéo soutenus par le CNC, production, part de femmes",
"Concerts symphoniques, composition, part de femmes","Concerts symphoniques, composition, part de femmes",
"Concerts jeune publique, scénographe, part de femmes","Concerts jeune publique, scénographe, part de femmes",
"Secteur de la Presse, direction des 100 plus grandes entreprises culturelles en France, part de femmes","Secteur de la Presse, direction des 100 plus grandes entreprises culturelles en France, part de femmes",
"Cinéma, réalisation de films, fiction, part de femmes","Cinéma, réalisation de films, fiction, part de femmes",
"Compositeur·rices musicaux·ales et chorégraphes affilié·es à l'Agessa, part de femmes","Compositeur·rices musicaux·ales et chorégraphes affilié·es à l'Agessa, part de femmes",
"Direction de scènes de musiques actuelles, part de femmes","Direction de scènes de musiques actuelles, part de femmes",
"Bénéficiaires des aides déconcentrées pour la musique accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides déconcentrées pour la musique accordées pa
r le ministère de la Culture, part de femmes",
"Orchestre régional, direction, part de femmes","Orchestre régional, direction, part de femmes",
"Festivals, world, jazz, blues, artistes programmé·es, part de femmes","Festivals, world, jazz, blues, artistes programmé·es, part de femmes",
"Centre National de la musique, commissions,  part de femmes","Centre National de la musique, commissions,  part de femmes",
"Établissements publics nationaux, spectacle vivant, poste de direction, part de femmes","Établissements publics nationaux, spectacle vivant, poste de direction, part de femmes",
"Secteur Films d'animation, Effets visuels et numériques, part de femmes","Secteur Films d'animation, Effets visuels et numériques, part de femmes",
"Musique actuelle, formation et accompagnement, part de femmes","Musique actuelle, formation et accompagnement, part de femmes",
"Secteur Films d'animation, Réalisation, masse salariale, part de femmes","Secteur Films d'animation, Réalisation, masse salariale, part de femmes",
"Dans les 100 plus grandes entreprises culturelles en France, poste de direction, part de femmes","Dans les 100 plus grandes entreprises culturelles en France, poste de direction, part de femmes",
"Direction de Centres nationaux de création musicale, part de femmes","Direction de Centres nationaux de création musicale, part de femmes",
"Musique, albums primés aux Victoire de la Musique interprétés par des femmes","Musique, albums primés aux Victoire de la Musique interprétés par des femmes",
"Auteur·es, sociétaires de la Sacem, part de femmes","Auteur·es, sociétaires de la Sacem, part de femmes",
"Concerts symphoniques, chorégraphe, part de femmes","Concerts symphoniques, chorégraphe, part de femmes",
"Auteur·es compositeur·rices, sociétaires de la Sacem, part de femmes","Auteur·es compositeur·rices, sociétaires de la Sacem, part de femmes",
"Groupes de musique composés majoritairement de femmes","Groupes de musique composés majoritairement de femmes",
"Festivals de musiques classiques, direction de maitrise, part de femmes","Festivals de musiques classiques, direction de maitrise, part de femmes",
"Festivals, artistes programmé·es dans une sélection de festivals de musiques actuelles, part de femmes","Festivals, artistes programmé·es dans une sélection de festivals de musiques actuelles, part de femmes",
"Festivals de musiques classiques, musicien·ne·s interprètes, part de femmes","Festivals de musiques classiques, musicien·ne·s interprètes, part de femmes",
"Spectacle danse, ballet, chorégraphe, part de femmes","Spectacle danse, ballet, chorégraphe, part de femmes",
"Festivals, rock et métal, artistes programmé·es, part de femmes","Festivals, rock et métal, artistes programmé·es, part de femmes",
"Festivals, direction musicale, part de femmes","Festivals, direction musicale, part de femmes",
"Établissements publics spectacle vivant, poste de direction, part de femmes","Établissements publics spectacle vivant, poste de direction, part de femmes",
"Dans les festivals de musique classique, oeuvres composées par des femmes","Dans les festivals de musique classique, oeuvres composées par des femmes",
"Secteur Films d'animation, Gestion de production, part de femmes","Secteur Films d'animation, Gestion de production, part de femmes",
"Festivals de musique classique, compositeur·rices, part de femmes","Festivals de musique classique, compositeur·rices, part de femmes",
"Photographie, enseignement, part de femmes","Photographie, enseignement, part de femmes",
"Centre National de la musique, présidence et vice-présidence, part de femmes","Centre National de la musique, présidence et vice-présidence, part de femmes",
"Élèves dans les départements jazz et musique actuelles amplifiées, part de femmes","Élèves dans les départements jazz et musique actuelles amplifiées, part de femmes",
"Musique, enseignement supérieur, part de femmes","Musique, enseignement supérieur, part de femmes",
"Arts Visuels, part d’œuvres acquises par le Fonds national d’art contemporain réalisées par des femmes","Arts Visuels, part d’œuvres acquises par le Fonds national d’art contemporain réalisées par des femmes",
"Auteur·es Compositeur·rices, sociétaires de la SACEM, part de femmes","Auteur·es Compositeur·rices, sociétaires de la SACEM, part de femmes",
"Spectacle danse, ballet, composition, part de femmes","Spectacle danse, ballet, composition, part de femmes",
"Centre National du Cinéma et de l'image animée, commissions,  part de femmes","Centre National du Cinéma et de l'image animée, commissions,  part de femmes",
"Arts Visuels, part d’oeuvres acquises par les 23 fonds régionaux d’art contemporain réalisées par des femmes ","Arts Visuels, part d’oeuvres acquises par les 23 fonds régionaux d’art contemporain réalisées par des femmes ",
"Professions de la documentation et de la conservation, part de femmes","Professions de la documentation et de la conservation, part de femmes",
"Cinéma, réalisation de films, documentaire, part de femmes","Cinéma, réalisation de films, documentaire, part de femmes",
"Festivals de musiques classiques, direction de chœur, part de femmes","Festivals de musiques classiques, direction de chœur, part de femmes",
"Direction de centres dramatiques nationaux, part de femmes","Direction de centres dramatiques nationaux, part de femmes",
"Conservatoires de musique, direction, part de femmes","Conservatoires de musique, direction, part de femmes",
"Bénéficiaires des aides à la création artistique accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides à la création artistique accordées par le ministère de la Culture, part de femmes",
"Concerts symphoniques, scénographe, part de femmes","Concerts symphoniques, scénographe, part de femmes",
"Secteur Films d'animation, Storyboard, masse salariale, part de femmes","Secteur Films d'animation, Storyboard, masse salariale, part de femmes",
"Musique, part des opéras mis en scène par des femmes","Musique, part des opéras mis en scène par des femmes",
"Secteur de la musique, engagement d'artistes sur des projets, part de femmes","Secteur de la musique, engagement d'artistes sur des projets, part de femmes",
"Emplois du cirque et des arts visuels, Artiste visuel et magie, part de femmes","Emplois du cirque et des arts visuels, Artiste visuel et magie, part de femmes",
"Concerts musique de chambre, composition, part de femmes","Concerts musique de chambre, composition, part de femmes",
"Auteur·es réalisateur·rices, sociétaires de la SACEM, part de femmes","Auteur·es réalisateur·rices, sociétaires de la SACEM, part de femmes",
"Concerts lyrique, scénographe, part de femmes","Concerts lyrique, scénographe, part de femmes",
"Établissements publics dans le spectacle vivant, poste de direction, part de femmes","Établissements publics dans le spectacle vivant, poste de direction, part de femmes",
"Compositeur·rices, sociétaires de la SACEM, part de femmes","Compositeur·rices, sociétaires de la SACEM, part de femmes",
"Musique actuelle, activités techniques, part de femmes","Musique actuelle, activités techniques, part de femmes",
"Direction de scènes musique actuelle part de femmes","Direction de scènes musique actuelle part de femmes",
"Lauréat·e·s de prix d’architecture emblématiques, part de femmes","Lauréat·e·s de prix d’architecture emblématiques, part de femmes",
"Secteur de la musique, Intermittent·e Masse salariale, part de femmes","Secteur de la musique, Intermittent·e Masse salariale, part de femmes",
"Établissements publics musées, patrimoine, poste de direction, part de femmes","Établissements publics musées, patrimoine, poste de direction, part de femmes",
"Secteur de la musique, engagement pour direction de projets, part de femmes","Secteur de la musique, engagement pour direction de projets, part de femmes",
"Cinéma, réalisation de films, animation, part de femmes","Cinéma, réalisation de films, animation, part de femmes",
"Festivals, rock et métal, tête d'affiche, part de femmes","Festivals, rock et métal, tête d'affiche, part de femmes",
"Cinéma, réalisation de films étrangers, part de femmes","Cinéma, réalisation de films étrangers, part de femmes",
"Secteur Films d'animation, Direction artistique, masse salariale, part de femmes","Secteur Films d'animation, Direction artistique, masse salariale, part de femmes",
"Musicien·nes de grands ensembles, part de femmes","Musicien·nes de grands ensembles, part de femmes",
"Établissements publics Musées et patrimoine, poste de direction, part de femmes","Établissements publics Musées et patrimoine, poste de direction, part de femmes",
"Bénéficiaires des aides déconcentrées pour le théâtre accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides déconcentrées pour le théâtre accordées par le ministère de la Culture, part de femmes",
"Secteur Films d'animation, Effets visuels et numériques, masse salariale, part de femmes","Secteur Films d'animation, Effets visuels et numériques, masse salariale, part de femmes",
"Secteur de la musique, Intermittent·e technique, part de femmes","Secteur de la musique, Intermittent·e technique, part de femmes",
"Métiers du jeu vidéo soutenus par le CNC, création, part de femmes","Métiers du jeu vidéo soutenus par le CNC, création, part de femmes",
"Direction de centres nationaux des arts de la rue, direction, part de femmes","Direction de centres nationaux des arts de la rue, direction, part de femmes",
"Festivasl, musiques actuelles, artistes programmé·es, part de femmes","Festivasl, musiques actuelles, artistes programmé·es, part de femmes",
"Compositeur·rices musicaux·ales, sociétaires de la SACEM, part de femmes","Compositeur·rices musicaux·ales, sociétaires de la SACEM, part de femmes",
"Auteur·e, sociétaires de la SACEM, part de femmes","Auteur·e, sociétaires de la SACEM, part de femmes",
"Festivals, reggae et dub, artistes programmé·es, part de femmes","Festivals, reggae et dub, artistes programmé·es, part de femmes",
"Emplois du cirque et des arts visuels, autres emplois, part de femmes","Emplois du cirque et des arts visuels, autres emplois, part de femmes",
"Scènes de jazz, artistes programmé·es, part de femmes","Scènes de jazz, artistes programmé·es, part de femmes",
"Festivals de musiques actuelles, artistes programmé·es, part de femmes","Festivals de musiques actuelles, artistes programmé·es, part de femmes",
"Secteur Films d'animation, Rendu et éclairage, masse salariale, part de femmes","Secteur Films d'animation, Rendu et éclairage, masse salariale, part de femmes",
"Festivals, musique électronique, artistes programmé·es, part de femmes","Festivals, musique électronique, artistes programmé·es, part de femmes",
"Établissements publics dans l'enseignement poste de direction, part de femmes","Établissements publics dans l'enseignement poste de direction, part de femmes",
"Secteur Films d'animation, Gestion de production, masse salariale, part de femmes","Secteur Films d'animation, Gestion de production, masse salariale, part de femmes",
"Festivals de musiques classiques, membres des ensembles, part de femmes","Festivals de musiques classiques, membres des ensembles, part de femmes",
"Musique actuelle, programmation artistique, part de femmes","Musique actuelle, programmation artistique, part de femmes",
"Secteur Effets visuels numériques, Masse salariale, part de femmes","Secteur Effets visuels numériques, Masse salariale, part de femmes",
"Festivals, toute musique confondue, artistes programmé·es, part de femmes","Festivals, toute musique confondue, artistes programmé·es, part de femmes",
"Direction de Scènes de musiques actuelles (smac), part de femmes","Direction de Scènes de musiques actuelles (smac), part de femmes",
"Scènes de musique actuelle, direction, part de femmes","Scènes de musique actuelle, direction, part de femmes",
"Direction de Centres nationaux de création musicale (cncm), part de femmes","Direction de Centres nationaux de création musicale (cncm), part de femmes",
"Emploi en CDI dans les effets visuels et numériques, part de femmes","Emploi en CDI dans les effets visuels et numériques, part de femmes",
"Secteur de la Publicité, direction des 100 plus grandes entreprises culturelles en France, part de femmes","Secteur de la Publicité, direction des 100 plus grandes entreprises culturelles en France, part de femmes",
"Centre National du Livre, commissions, part de femmes","Centre National du Livre, commissions, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre - Bande dessinée, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Bande dessinée, part de femmes",
"Spectacle danse, ballet, scénographe, part de femmes","Spectacle danse, ballet, scénographe, part de femmes",
"Secteur Effets visuels numériques, Effectifs, part de femmes","Secteur Effets visuels numériques, Effectifs, part de femmes",
"Concerts jeune publique, chorégraphe, part de femmes","Concerts jeune publique, chorégraphe, part de femmes",
"Cinéma, réalisation de films sortis en salle, part de femmes","Cinéma, réalisation de films sortis en salle, part de femmes",
"Oeuvres de musique programmées dans une sélection de festivals de musique classique, composées par des femmes","Oeuvres de musique programmées dans une sélection de festivals de musique classique, composées par des femmes",
"Concerts lyrique, composition, part de femmes","Concerts lyrique, composition, part de femmes",
