pays,annee,nom,valeur  %,FEMMES,HOMMES,REF,LINK
France,2018,Salaire net dans les hopiatux publics des femmes par rapport aux hommes,-21.3,,,secretariat_2022,
France,2018,Salaire net dans les Ets médico-sociaux des femmes par rapport aux hommes,-7.4,,,secretariat_2022,
France,2020,"Salaire à volume de travail équivalent, femmes par rapport aux hommes",-17,,,https://dares.travail-emploi.gouv.fr/sites/default/files/7c0b731072830d6f4663376d66ae5746/Discrimination_embauche_femmes-hommes.pdf,
France,2018,"Salaire net moyen, secteur privé, femmes par rapport aux hommes",-16.8,,,https://www.egalite-femmes-hommes.gouv.fr/sites/efh/files/migration/2021/12/Chiffres-cles-Egalite-femmes-hommes-02-12-2021.pdf,
France,2017,"Salaire net moyen, fonction publique, femmes par rapport aux hommes",-12.4,,,,
France,2018,"Revenu brut moyen de pension de retraite, femmes par rapport aux hommes",-37.78026906,1110,1784,,
France,2021,"Salaires, secteur privé, en équivalent temps plein, femmes par rapport aux hommes",-16.8,,,,
France,2021,"Salaire dans la fonction publique, femmes par rapport aux hommes",-12,,,,
France,2021,"Salaire mensuel moyen des sportif·ves, basket, femmes par rapport aux hommes",-69.4214876,3700,12100,,
France,2021,"Salaire mensuel moyen des sportif·ves, Football, femmes par rapport aux hommes",-97.34042553,2500,94000,,
France,2021,"Retraite moyenne, secteur privé, des femmes par rapport aux hommes",-47,,,,
France,2021,"Retraite moyenne, secteur public, des femmes par rapport aux hommes",-20,,,secretariat_2022,
France,2017,"Secteur de la musique, Technique, salaire des femmes par rapport aux hommes",-6,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2017,"Secteur de la musique, Artiste, salaire des femmes par rapport aux hommes",-9,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2017,"Secteur de la musique, Travailleur permanent, salaire des femmes par rapport aux hommes",-21,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2012,"Secteur de la musique, Travailleur permanent, salaire des femmes par rapport aux hommes",-22,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2007,"Secteur de la musique, Travailleur permanent, salaire des femmes par rapport aux hommes",-19,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2002,"Secteur de la musique, Travailleur permanent, salaire des femmes par rapport aux hommes",-18,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2017,"Secteur de la musique, Travailleur permanent, 25-35 ans, salaire des femmes par rapport aux hommes",-5,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2017,"Secteur de la musique, Travailleur permanent, 35-45 ans, salaire des femmes par rapport aux hommes",-16,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2017,"Secteur de la musique, Travailleur permanent, 45-55 ans, salaire des femmes par rapport aux hommes",-26,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2017,"Secteur de la musique, Travailleur permanent, plus de 55 ans, salaire des femmes par rapport aux hommes",-34,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2017,"Secteur de la musique, Cadre, salaire des femmes par rapport aux hommes",-18,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2017,"Secteur de la musique, Non cadre, salaire des femmes par rapport aux hommes",-7,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2018,"Secteur Effets visuels numériques, Cadre, suivi de production, salaire des femmes par rapport aux hommes",-6.3,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2018,"Secteur Effets visuels numériques, Cadre, postproduction, salaire des femmes par rapport aux hommes",-7.6,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2018,"Secteur Effets visuels numériques, Cadre, Infographiste, salaire des femmes par rapport aux hommes",-14.3,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2018,"Secteur Effets visuels numériques, Cadre, administration et commercial, salaire des femmes par rapport aux hommes",-40.1,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2018,"Secteur Effets visuels numériques, Non cadre, postproduction, salaire des femmes par rapport aux hommes",-9.1,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2018,"Secteur Effets visuels numériques, Non cadre, Infographiste, salaire des femmes par rapport aux hommes",-14.2,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2016,"Compositeur·rice·s musicaux·ales et chorégraphes, revenu médian des femmes par rapport aux hommes",-44,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2016,"Ensemble artistes auteur·e·s affilié·e·s à la Maison des artistes, revenu médian des femmes par rapport aux hommes",-21,,,"Audiens/études Stat Audiovisuel 2019-2016, Ecarts",
France,2019,"Devis moyen des films d’initiative française, femmes par rapport aux hommes",-40,,,"OBS Ministère Culture_Tableau 33 – Devis moyen des films d’initiative française, 2011-2020",
France,2020,"Devis moyen des films d’initiative française, femmes par rapport aux hommes",-41,,,"OBS Ministère Culture_Tableau 33 – Devis moyen des films d’initiative française, 2011-2020",
France,2020,"Professionnel·les de la santé et avocats, salaire brut horaire, femmes par rapport aux hommes",-39.9577167,28.4,47.3,https://docs.google.com/spreadsheets/d/1I6m_m22zFcdcCd6kJM4yQ-SCWQieeq9x/edit?usp=sharing&ouid=101964251927869328959&rtpof=true&sd=true,
France,2020,"Activités financières et d'assurance, salaire brut horaire, femmes par rapport aux hommes",-13.9959432,42.4,49.3,https://docs.google.com/spreadsheets/d/1I6m_m22zFcdcCd6kJM4yQ-SCWQieeq9x/edit?usp=sharing&ouid=101964251927869328959&rtpof=true&sd=true,
France,2020,"Professeur·es, professions scientifiques, salaire brut horaire, femmes par rapport aux hommes",-8.093994778,35.2,38.3,https://docs.google.com/spreadsheets/d/1I6m_m22zFcdcCd6kJM4yQ-SCWQieeq9x/edit?usp=sharing&ouid=101964251927869328959&rtpof=true&sd=true,
France,2020,"Professions de l'information, des arts et des spectacles, salaire brut horaire, femmes par rapport aux hommes",-9.904153355,28.2,31.3,https://docs.google.com/spreadsheets/d/1I6m_m22zFcdcCd6kJM4yQ-SCWQieeq9x/edit?usp=sharing&ouid=101964251927869328959&rtpof=true&sd=true,
France,2020,"Cadres administratifs et commerciaux d'entreprises, salaire brut horaire, femmes par rapport aux hommes",-21.67042889,34.7,44.3,https://docs.google.com/spreadsheets/d/1I6m_m22zFcdcCd6kJM4yQ-SCWQieeq9x/edit?usp=sharing&ouid=101964251927869328959&rtpof=true&sd=true,
France,2020,"Ingénieurs et cadres techniques d'entreprises, salaire brut horaire, femmes par rapport aux hommes",-11.17166213,32.6,36.7,https://docs.google.com/spreadsheets/d/1I6m_m22zFcdcCd6kJM4yQ-SCWQieeq9x/edit?usp=sharing&ouid=101964251927869328959&rtpof=true&sd=true,
France,2020,"Instituteurs et assimilés, salaire brut horaire, femmes par rapport aux hommes",-28.01724138,16.7,23.2,https://docs.google.com/spreadsheets/d/1I6m_m22zFcdcCd6kJM4yQ-SCWQieeq9x/edit?usp=sharing&ouid=101964251927869328959&rtpof=true&sd=true,
France,2020,"Professions intermédiaires de la santé et du travail social, salaire brut horaire, femmes par rapport aux hommes",-4.663212435,18.4,19.3,https://docs.google.com/spreadsheets/d/1I6m_m22zFcdcCd6kJM4yQ-SCWQieeq9x/edit?usp=sharing&ouid=101964251927869328959&rtpof=true&sd=true,
France,2017,"Salarié-e secteur privé, sans enfant, Salaire net des femmes par rapport à celui des hommes",-18,,,,
France,2017,"Salarié-e secteur privé, avec 1 enfant, Salaire net des femmes par rapport à celui des hommes",-24,,,,
France,2017,"Salarié-e secteur privé, avec 2 enfants, Salaire net des femmes par rapport à celui des hommes",-32,,,,
France,2017,"Salarié-e secteur privé, avec 3 enfants, Salaire net des femmes par rapport à celui des hommes",-47,,,,
France,2018,"Salarié-e secteur privé, sans enfant , Salaire net des femmes par rapport à celui des hommes",-7,,,,
France,2018,"Salarié-e secteur privé, avec 1 enfant -  Montant du salaire net en eq.temps plein des femmes par rapport à celui des hommes",-12,,,,
France,2018,"Salarié-e secteur privé, avec 2 enfants -  Montant du salaire net  en eq.temps plein des femmes par rapport à celui des hommes",-21,,,,
France,2018,"Salarié-e secteur privé, avec 3 enfants -  Montant du salaire net  en eq.temps plein des femmes par rapport à celui des hommes",-31,,,,
France,2016,65 à 69 ans -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-33,,,,
France,2016,65 à 69 ans -Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-25,,,,
France,2016,70 à 74 ans -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-38,,,,
France,2016,70 à 74 ans -Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-27,,,,
France,2016,75 à 79 ans -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-42,,,,
France,2016,75 à 79 ans - Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-30,,,,
France,2016,80 à 84 ans -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-46,,,,
France,2016,80 à 84 ans -Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-34,,,,
France,2016,85 ou plus -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-50,,,,
France,2016,85 ou plus -Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-37,,,,
France,2016,Ensemble -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-41,,,,
France,2016,Ensemble - Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-29,,,,
France,2015,"Cadres, salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-20,0",,,,
France,2015,"Professions intermédiaires, salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-14,0",,,,
France,2015,"Employé·es, salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-8,5",,,,
France,2015,"Ouvrier·es, salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-16,0",,,,
France,2015,"Tout secteur privé, Salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-18,5",,,,
France,2018,"Cadres, salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-18,4",,,,
France,2018,"Professions intermédiaires, salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-12,8",,,,
France,2018,"Employé·es, salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-6,1",,,,
France,2018,"Ouvrier·es, salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-14,8",,,,
France,2018,"Tout secteur privé, Salaires mensuels moyens nets en EQTP, femmes par rapport aux hommes","-16,8",,,,
France,2017,"Salarié-e secteur privé, sans enfant, Salaire net des femmes par rapport à celui des hommes",-18,,,,
France,2017,"Salarié-e secteur privé, avec 1 enfant, Salaire net des femmes par rapport à celui des hommes",-24,,,,
France,2017,"Salarié-e secteur privé, avec 2 enfants, Salaire net des femmes par rapport à celui des hommes",-32,,,,
France,2017,"Salarié-e secteur privé, avec 3 enfants, Salaire net des femmes par rapport à celui des hommes",-47,,,,
France,2018,"Salarié-e secteur privé, sans enfant , Salaire net des femmes par rapport à celui des hommes",-7,,,,
France,2018,"Salarié-e secteur privé, avec 1 enfant -  Montant du salaire net en eq.temps plein des femmes par rapport à celui des hommes",-12,,,,
France,2018,"Salarié-e secteur privé, avec 2 enfants -  Montant du salaire net  en eq.temps plein des femmes par rapport à celui des hommes",-21,,,,
France,2018,"Salarié-e secteur privé, avec 3 enfants -  Montant du salaire net  en eq.temps plein des femmes par rapport à celui des hommes",-31,,,,
France,2016,65 à 69 ans -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-33,,,,
France,2016,65 à 69 ans -Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-25,,,,
France,2016,70 à 74 ans -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-38,,,,
France,2016,70 à 74 ans -Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-27,,,,
France,2016,75 à 79 ans -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-42,,,,
France,2016,75 à 79 ans - Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-30,,,,
France,2016,80 à 84 ans -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-46,,,,
France,2016,80 à 84 ans -Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-34,,,,
France,2016,85 ou plus -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-50,,,,
France,2016,85 ou plus -Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-37,,,,
France,2016,Ensemble -Toute carrière - Montant de la retraite des femmes par rapport à celles des hommes,-41,,,,
France,2016,Ensemble - Toute carrière dont carrière complète - Montant de la retraite des femmes par rapport à celles des hommes,-29,,,,
France,2020,"Cadres, prof.intellectuelles sup. et chef.fes d'entreprises salarié.es, Salaire net horaire moyen total, femmes par rapport aux hommes ",-16.33333333,25.1,30,,
